Year,Month,Date,Target,Category,Value,Item,Context,Method,Shop,Location
2025,4,2025-04-04,Future,Clothing,7230,Expense item 1672,Personal,Suika,Seven,Tachikawa
2025,4,2025-04-05,Living,Utilities & Services,1945,Expense item 1673,Daily,MASTER - 9031,Spotify,Tachikawa
2025,4,2025-04-06,Present,Subscriptions,1189,Expense item 1674,Work,Suika,Amazon,Tachikawa
2025,4,2025-04-06,Living,Utilities & Services,2015,Expense item 1675,Gift,Suika,Netflix,Online
2025,4,2025-04-07,Living,Utilities & Services,585,Expense item 1676,Gift,Suika,Lawson,Tokyo
2025,4,2025-04-08,Living,Transport,13665,Expense item 1677,Gift,Credit Card,Seven,Tachikawa
2025,4,2025-04-08,Present,Enjoyment & Social Life,11892,Expense item 1678,Daily,Credit Card,Mall,Kita-Senju
2025,4,2025-04-08,Living,Food,6249,Expense item 1679,Travel,Cash,Nikunohanamasa,Tokyo
2025,4,2025-04-08,Present,Enjoyment & Social Life,4554,Expense item 1680,Gift,Cash,Amazon,Shibuya
2025,4,2025-04-09,Living,Transport,14107,Expense item 1681,Personal,Cash,Seven,Kita-Senju
2025,4,2025-04-09,Present,Subscriptions,1818,Expense item 1682,Daily,AMEX - 5508,Seven,Kita-Senju
2025,4,2025-04-10,Future,Clothing,5141,Expense item 1683,Personal,Suika,Seven,Tokyo
2025,4,2025-04-11,Present,Hobbies & Leisure,842,Expense item 1684,Travel,Cash,Amazon,Tokyo
2025,4,2025-04-12,Living,Basic Personal Care,2752,Expense item 1685,Daily,Cash,Vending Machine,Tokyo
2025,4,2025-04-12,Living,Basic Personal Care,3173,Expense item 1686,Gift,Credit Card,Lawson,Tachikawa
2025,4,2025-04-12,Living,Utilities & Services,2493,Expense item 1687,Work,AMEX - 5508,Lawson,Shibuya
2025,4,2025-04-12,Living,Food,7326,Expense item 1688,Personal,Suika,Seven,Shibuya
2025,4,2025-04-13,Living,Food,1213,Expense item 1689,Daily,AMEX - 5508,Spotify,Shibuya
2025,4,2025-04-13,Living,Utilities & Services,198,Expense item 1690,Work,Credit Card,Spotify,Tachikawa
2025,4,2025-04-13,Living,Utilities & Services,872,Expense item 1691,Gift,MASTER - 9031,Mall,Tachikawa
2025,4,2025-04-14,Living,Utilities & Services,2814,Expense item 1692,Work,Suika,FamilyMart,Shibuya
2025,4,2025-04-14,Present,Subscriptions,2170,Expense item 1693,Work,Cash,Nikunohanamasa,Kita-Senju
2025,4,2025-04-15,Living,Utilities & Services,3141,Expense item 1694,Travel,Cash,Vending Machine,Shibuya
2025,4,2025-04-16,Present,Hobbies & Leisure,6290,Expense item 1695,Work,Credit Card,UQ,Shibuya
2025,4,2025-04-16,Living,Basic Personal Care,4382,Expense item 1696,Travel,Credit Card,Lawson,Shibuya
2025,4,2025-04-17,Living,Food,1897,Expense item 1697,Travel,Credit Card,Seven,Shinjuku
2025,4,2025-04-18,Present,Enjoyment & Social Life,9990,Expense item 1698,Travel,MASTER - 9031,Mall,Kita-Senju
2025,4,2025-04-18,Living,Food,8880,Expense item 1699,Travel,MASTER - 9031,FamilyMart,Shinjuku
2025,4,2025-04-18,Future,Clothing,1257,Expense item 1700,Personal,Cash,Amazon,Shibuya
2025,4,2025-04-18,Present,Hobbies & Leisure,4730,Expense item 1701,Work,Credit Card,Amazon,Online
2025,4,2025-04-18,Living,Utilities & Services,413,Expense item 1702,Daily,Cash,UQ,Shinjuku
2025,4,2025-04-18,Future,Transport,11780,Expense item 1703,Travel,MASTER - 9031,Vending Machine,Online
2025,4,2025-04-19,Living,Utilities & Services,2026,Expense item 1704,Gift,Cash,Mall,Shibuya
2025,4,2025-04-19,Living,Utilities & Services,445,Expense item 1705,Travel,Cash,Seven,Tokyo
2025,4,2025-04-19,Present,Enjoyment & Social Life,871,Expense item 1706,Personal,Cash,Vending Machine,Shinjuku
2025,4,2025-04-20,Future,Transport,1469,Expense item 1707,Personal,Cash,Netflix,Shibuya
2025,4,2025-04-20,Living,Utilities & Services,2735,Expense item 1708,Work,Suika,Amazon,Kita-Senju
2025,4,2025-04-21,Living,Basic Personal Care,1137,Expense item 1709,Daily,AMEX - 5508,Vending Machine,Shibuya
2025,4,2025-04-21,Present,Hobbies & Leisure,4213,Expense item 1710,Personal,AMEX - 5508,Lawson,Kita-Senju
2025,4,2025-04-22,Future,Clothing,10522,Expense item 1711,Work,MASTER - 9031,Nikunohanamasa,Shibuya
2025,4,2025-04-22,Present,Subscriptions,1759,Expense item 1712,Work,MASTER - 9031,Netflix,Tokyo
2025,4,2025-04-22,Present,Subscriptions,647,Expense item 1713,Daily,MASTER - 9031,FamilyMart,Shinjuku
2025,4,2025-04-22,Present,Transport,14568,Expense item 1714,Work,Cash,Seven,Online
2025,4,2025-04-23,Living,Clothing,3627,Expense item 1715,Personal,Suika,Nikunohanamasa,Online
2025,4,2025-04-24,Present,Transport,5437,Expense item 1716,Work,Credit Card,UQ,Shinjuku
2025,4,2025-04-24,Future,Transport,13876,Expense item 1717,Personal,Cash,Seven,Shinjuku
2025,4,2025-04-24,Present,Subscriptions,1384,Expense item 1718,Daily,AMEX - 5508,Mall,Shibuya
2025,4,2025-04-24,Present,Subscriptions,930,Expense item 1719,Personal,Suika,Spotify,Shibuya
2025,4,2025-04-24,Future,Clothing,4341,Expense item 1720,Daily,Suika,FamilyMart,Online
2025,4,2025-04-25,Future,Transport,8189,Expense item 1721,Travel,Suika,Seven,Shinjuku
2025,4,2025-04-25,Living,Utilities & Services,1509,Expense item 1722,Travel,Suika,Netflix,Kita-Senju
2025,4,2025-04-25,Present,Hobbies & Leisure,597,Expense item 1723,Work,Cash,Spotify,Kita-Senju
2025,4,2025-04-26,Living,Basic Personal Care,1612,Expense item 1724,Daily,AMEX - 5508,Vending Machine,Tachikawa
2025,4,2025-04-26,Living,Utilities & Services,261,Expense item 1725,Work,Credit Card,Lawson,Kita-Senju
2025,4,2025-04-27,Present,Hobbies & Leisure,6689,Expense item 1726,Travel,Cash,UQ,Kita-Senju
2025,4,2025-04-28,Present,Hobbies & Leisure,396,Expense item 1727,Gift,Credit Card,Nikunohanamasa,Online
2025,4,2025-04-28,Living,Transport,4148,Expense item 1728,Work,Cash,Nikunohanamasa,Shinjuku
2025,4,2025-04-29,Future,Transport,5857,Expense item 1729,Work,AMEX - 5508,Vending Machine,Shibuya
2025,4,2025-04-29,Living,Utilities & Services,3009,Expense item 1730,Work,AMEX - 5508,Vending Machine,Tokyo
2025,4,2025-04-29,Future,Transport,3228,Expense item 1731,Work,MASTER - 9031,Amazon,Tachikawa
2025,4,2025-04-29,Future,Transport,12902,Expense item 1732,Daily,Suika,Netflix,Shibuya
2025,5,2025-05-01,Living,Basic Personal Care,2502,Expense item 1733,Personal,Suika,Seven,Online
2025,5,2025-05-03,Present,Subscriptions,336,Expense item 1734,Personal,Cash,Netflix,Kita-Senju
2025,5,2025-05-03,Living,Basic Personal Care,1134,Expense item 1735,Gift,AMEX - 5508,Seven,Shibuya
2025,5,2025-05-04,Present,Subscriptions,1466,Expense item 1736,Work,AMEX - 5508,Seven,Tachikawa
2025,5,2025-05-04,Present,Subscriptions,667,Expense item 1737,Gift,AMEX - 5508,FamilyMart,Shibuya
2025,5,2025-05-05,Living,Utilities & Services,5036,Expense item 1738,Gift,Suika,Seven,Online
2025,5,2025-05-05,Living,Basic Personal Care,1719,Expense item 1739,Work,Cash,Nikunohanamasa,Online
2025,5,2025-05-05,Future,Clothing,5934,Expense item 1740,Work,Suika,FamilyMart,Tachikawa
2025,5,2025-05-06,Living,Food,4385,Expense item 1741,Personal,Credit Card,Vending Machine,Online
2025,5,2025-05-06,Living,Clothing,12322,Expense item 1742,Daily,MASTER - 9031,Mall,Online
2025,5,2025-05-06,Present,Hobbies & Leisure,3934,Expense item 1743,Gift,Credit Card,Seven,Shibuya
2025,5,2025-05-06,Present,Clothing,4334,Expense item 1744,Work,Credit Card,Nikunohanamasa,Shibuya
2025,5,2025-05-06,Living,Utilities & Services,1818,Expense item 1745,Travel,AMEX - 5508,Netflix,Shinjuku
2025,5,2025-05-06,Living,Utilities & Services,3472,Expense item 1746,Gift,AMEX - 5508,Netflix,Tokyo
2025,5,2025-05-07,Present,Transport,7403,Expense item 1747,Travel,MASTER - 9031,Seven,Tokyo
2025,5,2025-05-07,Living,Food,11934,Expense item 1748,Daily,MASTER - 9031,Mall,Tachikawa
2025,5,2025-05-07,Living,Clothing,13984,Expense item 1749,Travel,Suika,Lawson,Tokyo
2025,5,2025-05-07,Future,Clothing,1707,Expense item 1750,Work,AMEX - 5508,Nikunohanamasa,Shinjuku
2025,5,2025-05-08,Living,Basic Personal Care,1818,Expense item 1751,Travel,AMEX - 5508,Netflix,Tachikawa
2025,5,2025-05-08,Living,Clothing,1640,Expense item 1752,Travel,AMEX - 5508,Mall,Kita-Senju
2025,5,2025-05-08,Present,Subscriptions,880,Expense item 1753,Work,Cash,Netflix,Shibuya
2025,5,2025-05-08,Present,Enjoyment & Social Life,2935,Expense item 1754,Work,AMEX - 5508,Nikunohanamasa,Online
2025,5,2025-05-09,Present,Subscriptions,1258,Expense item 1755,Personal,Suika,Netflix,Tokyo
2025,5,2025-05-09,Present,Hobbies & Leisure,3465,Expense item 1756,Personal,Cash,UQ,Shinjuku
2025,5,2025-05-09,Living,Basic Personal Care,642,Expense item 1757,Travel,AMEX - 5508,Mall,Kita-Senju
2025,5,2025-05-10,Living,Basic Personal Care,2184,Expense item 1758,Daily,Suika,FamilyMart,Online
2025,5,2025-05-13,Future,Transport,7736,Expense item 1759,Personal,Credit Card,Seven,Online
2025,5,2025-05-13,Present,Subscriptions,1329,Expense item 1760,Daily,Cash,Vending Machine,Online
2025,5,2025-05-14,Future,Transport,2479,Expense item 1761,Personal,AMEX - 5508,Mall,Online
2025,5,2025-05-15,Present,Transport,14800,Expense item 1762,Personal,MASTER - 9031,Seven,Tachikawa
2025,5,2025-05-16,Present,Enjoyment & Social Life,952,Expense item 1763,Gift,AMEX - 5508,Seven,Shinjuku
2025,5,2025-05-16,Present,Enjoyment & Social Life,1747,Expense item 1764,Travel,Credit Card,UQ,Kita-Senju
2025,5,2025-05-16,Future,Clothing,8491,Expense item 1765,Travel,Suika,FamilyMart,Tachikawa
2025,5,2025-05-16,Present,Hobbies & Leisure,92,Expense item 1766,Gift,Suika,Lawson,Kita-Senju
2025,5,2025-05-16,Present,Enjoyment & Social Life,4364,Expense item 1767,Travel,AMEX - 5508,Spotify,Shinjuku
2025,5,2025-05-16,Present,Hobbies & Leisure,4098,Expense item 1768,Daily,Credit Card,Spotify,Shinjuku
2025,5,2025-05-16,Present,Subscriptions,635,Expense item 1769,Work,MASTER - 9031,Seven,Online
2025,5,2025-05-17,Living,Basic Personal Care,722,Expense item 1770,Work,AMEX - 5508,Spotify,Tachikawa
2025,5,2025-05-17,Future,Transport,11967,Expense item 1771,Work,MASTER - 9031,Spotify,Tokyo
2025,5,2025-05-17,Living,Basic Personal Care,230,Expense item 1772,Travel,Credit Card,Amazon,Shinjuku
2025,5,2025-05-18,Present,Enjoyment & Social Life,2391,Expense item 1773,Personal,AMEX - 5508,Netflix,Online
2025,5,2025-05-18,Living,Transport,14302,Expense item 1774,Work,AMEX - 5508,Nikunohanamasa,Online
2025,5,2025-05-18,Future,Clothing,9157,Expense item 1775,Gift,AMEX - 5508,Amazon,Tachikawa
2025,5,2025-05-19,Present,Enjoyment & Social Life,144,Expense item 1776,Daily,Credit Card,Lawson,Tachikawa
2025,5,2025-05-20,Present,Enjoyment & Social Life,1403,Expense item 1777,Personal,Suika,Amazon,Online
2025,5,2025-05-20,Present,Hobbies & Leisure,3494,Expense item 1778,Personal,Suika,Lawson,Kita-Senju
2025,5,2025-05-20,Present,Enjoyment & Social Life,5567,Expense item 1779,Personal,Cash,Vending Machine,Online
2025,5,2025-05-20,Living,Basic Personal Care,800,Expense item 1780,Work,AMEX - 5508,Amazon,Kita-Senju
2025,5,2025-05-21,Living,Basic Personal Care,973,Expense item 1781,Gift,Cash,FamilyMart,Kita-Senju
2025,5,2025-05-21,Living,Utilities & Services,7190,Expense item 1782,Gift,Suika,Mall,Shinjuku
2025,5,2025-05-21,Living,Food,14531,Expense item 1783,Travel,MASTER - 9031,Vending Machine,Tachikawa
2025,5,2025-05-22,Present,Subscriptions,1050,Expense item 1784,Gift,Suika,FamilyMart,Shibuya
2025,5,2025-05-22,Present,Enjoyment & Social Life,1442,Expense item 1785,Travel,Suika,Nikunohanamasa,Shinjuku
2025,5,2025-05-22,Present,Enjoyment & Social Life,4371,Expense item 1786,Work,MASTER - 9031,Lawson,Tokyo
2025,5,2025-05-23,Living,Basic Personal Care,1131,Expense item 1787,Personal,AMEX - 5508,UQ,Tokyo
2025,5,2025-05-23,Future,Clothing,8776,Expense item 1788,Daily,Credit Card,UQ,Shibuya
2025,5,2025-05-24,Present,Hobbies & Leisure,4258,Expense item 1789,Gift,MASTER - 9031,Amazon,Tokyo
2025,5,2025-05-24,Present,Hobbies & Leisure,1417,Expense item 1790,Gift,Credit Card,Seven,Online
2025,5,2025-05-25,Present,Enjoyment & Social Life,3601,Expense item 1791,Daily,MASTER - 9031,Vending Machine,Shinjuku
2025,5,2025-05-26,Present,Enjoyment & Social Life,4736,Expense item 1792,Work,MASTER - 9031,FamilyMart,Tachikawa
2025,5,2025-05-26,Present,Hobbies & Leisure,2999,Expense item 1793,Personal,Credit Card,Amazon,Tachikawa
2025,5,2025-05-27,Present,Subscriptions,495,Expense item 1794,Personal,MASTER - 9031,Vending Machine,Tachikawa
2025,5,2025-05-27,Present,Subscriptions,1778,Expense item 1795,Gift,Cash,Lawson,Tokyo
2025,5,2025-05-27,Living,Utilities & Services,4887,Expense item 1796,Travel,Cash,Lawson,Tachikawa
2025,5,2025-05-28,Living,Food,9219,Expense item 1797,Travel,Suika,Netflix,Tokyo
2025,5,2025-05-28,Living,Utilities & Services,2587,Expense item 1798,Personal,AMEX - 5508,Netflix,Online
2025,5,2025-05-29,Present,Transport,12280,Expense item 1799,Travel,Cash,Spotify,Tachikawa
2025,5,2025-05-29,Living,Utilities & Services,3717,Expense item 1800,Personal,AMEX - 5508,FamilyMart,Tachikawa
2025,5,2025-05-30,Living,Clothing,9301,Expense item 1801,Work,Credit Card,Mall,Tachikawa
2025,6,2025-06-01,Living,Basic Personal Care,2769,Expense item 1802,Personal,Credit Card,Mall,Shibuya
2025,6,2025-06-01,Future,Clothing,2162,Expense item 1803,Travel,Credit Card,Mall,Shinjuku
2025,6,2025-06-02,Living,Basic Personal Care,564,Expense item 1804,Daily,AMEX - 5508,Lawson,Shinjuku
2025,6,2025-06-02,Present,Subscriptions,967,Expense item 1805,Work,Suika,Netflix,Shibuya
2025,6,2025-06-02,Living,Basic Personal Care,2726,Expense item 1806,Work,AMEX - 5508,Seven,Shinjuku
2025,6,2025-06-03,Living,Basic Personal Care,1885,Expense item 1807,Personal,MASTER - 9031,UQ,Shibuya
2025,6,2025-06-03,Living,Utilities & Services,2726,Expense item 1808,Gift,Suika,Lawson,Online
2025,6,2025-06-04,Present,Subscriptions,1998,Expense item 1809,Gift,Suika,Mall,Shinjuku
2025,6,2025-06-04,Living,Utilities & Services,2781,Expense item 1810,Travel,Cash,FamilyMart,Online
2025,6,2025-06-04,Living,Utilities & Services,1066,Expense item 1811,Gift,MASTER - 9031,Amazon,Kita-Senju
2025,6,2025-06-05,Living,Basic Personal Care,761,Expense item 1812,Work,Suika,Spotify,Shinjuku
2025,6,2025-06-05,Living,Basic Personal Care,848,Expense item 1813,Work,Suika,Seven,Tachikawa
2025,6,2025-06-07,Living,Food,244,Expense item 1814,Gift,Credit Card,FamilyMart,Tokyo
2025,6,2025-06-07,Living,Utilities & Services,2193,Expense item 1815,Daily,AMEX - 5508,Lawson,Shinjuku
2025,6,2025-06-08,Present,Subscriptions,891,Expense item 1816,Travel,MASTER - 9031,UQ,Tachikawa
2025,6,2025-06-08,Living,Utilities & Services,4719,Expense item 1817,Gift,Credit Card,Seven,Tokyo
2025,6,2025-06-08,Present,Hobbies & Leisure,4219,Expense item 1818,Daily,MASTER - 9031,Seven,Tokyo
2025,6,2025-06-08,Present,Hobbies & Leisure,5819,Expense item 1819,Daily,Credit Card,Amazon,Online
2025,6,2025-06-09,Living,Utilities & Services,385,Expense item 1820,Work,Credit Card,Amazon,Tokyo
2025,6,2025-06-09,Present,Subscriptions,906,Expense item 1821,Personal,Suika,Amazon,Online
2025,6,2025-06-10,Present,Subscriptions,1458,Expense item 1822,Daily,Cash,Amazon,Shibuya
2025,6,2025-06-10,Present,Transport,857,Expense item 1823,Gift,Credit Card,FamilyMart,Tokyo
2025,6,2025-06-12,Present,Enjoyment & Social Life,1746,Expense item 1824,Gift,Cash,Mall,Tokyo
2025,6,2025-06-12,Present,Enjoyment & Social Life,9566,Expense item 1825,Gift,MASTER - 9031,Nikunohanamasa,Shinjuku
2025,6,2025-06-12,Present,Enjoyment & Social Life,9142,Expense item 1826,Work,Cash,Spotify,Shibuya
2025,6,2025-06-12,Present,Hobbies & Leisure,1263,Expense item 1827,Travel,AMEX - 5508,Seven,Kita-Senju
2025,6,2025-06-13,Living,Utilities & Services,7425,Expense item 1828,Work,Cash,Lawson,Shibuya
2025,6,2025-06-14,Future,Transport,6143,Expense item 1829,Daily,AMEX - 5508,FamilyMart,Shinjuku
2025,6,2025-06-14,Present,Hobbies & Leisure,987,Expense item 1830,Daily,MASTER - 9031,Lawson,Kita-Senju
2025,6,2025-06-14,Present,Transport,3644,Expense item 1831,Personal,Cash,Spotify,Online
2025,6,2025-06-15,Present,Enjoyment & Social Life,9257,Expense item 1832,Work,AMEX - 5508,Vending Machine,Tokyo
2025,6,2025-06-18,Present,Subscriptions,981,Expense item 1833,Travel,Suika,Vending Machine,Shinjuku
2025,6,2025-06-18,Present,Hobbies & Leisure,5979,Expense item 1834,Daily,AMEX - 5508,UQ,Online
2025,6,2025-06-18,Living,Utilities & Services,454,Expense item 1835,Travel,Suika,Netflix,Shinjuku
2025,6,2025-06-19,Living,Transport,7544,Expense item 1836,Daily,Credit Card,Mall,Tachikawa
2025,6,2025-06-19,Living,Basic Personal Care,734,Expense item 1837,Daily,MASTER - 9031,Amazon,Tachikawa
2025,6,2025-06-19,Living,Food,12820,Expense item 1838,Personal,Credit Card,Seven,Online
2025,6,2025-06-20,Present,Enjoyment & Social Life,3946,Expense item 1839,Travel,Suika,Netflix,Shinjuku
2025,6,2025-06-20,Living,Transport,12012,Expense item 1840,Gift,Credit Card,Netflix,Shibuya
2025,6,2025-06-20,Living,Basic Personal Care,1134,Expense item 1841,Daily,MASTER - 9031,Lawson,Online
2025,6,2025-06-20,Living,Utilities & Services,3072,Expense item 1842,Work,Suika,Vending Machine,Kita-Senju
2025,6,2025-06-22,Future,Clothing,10133,Expense item 1843,Work,MASTER - 9031,Seven,Shinjuku
2025,6,2025-06-24,Present,Subscriptions,2696,Expense item 1844,Travel,MASTER - 9031,FamilyMart,Kita-Senju
2025,6,2025-06-25,Future,Transport,11214,Expense item 1845,Work,Cash,Vending Machine,Kita-Senju
2025,6,2025-06-26,Future,Clothing,4649,Expense item 1846,Daily,MASTER - 9031,Nikunohanamasa,Tokyo
2025,6,2025-06-27,Living,Utilities & Services,2817,Expense item 1847,Personal,AMEX - 5508,Netflix,Tokyo
2025,6,2025-06-28,Present,Hobbies & Leisure,3678,Expense item 1848,Work,Credit Card,Netflix,Online
2025,6,2025-06-28,Present,Hobbies & Leisure,1275,Expense item 1849,Travel,MASTER - 9031,Vending Machine,Tokyo
2025,6,2025-06-28,Living,Basic Personal Care,2003,Expense item 1850,Daily,AMEX - 5508,Netflix,Tokyo
2025,6,2025-06-29,Living,Utilities & Services,1066,Expense item 1851,Work,Cash,UQ,Kita-Senju
2025,6,2025-06-30,Living,Basic Personal Care,431,Expense item 1852,Work,MASTER - 9031,UQ,Shibuya
2025,6,2025-06-30,Present,Hobbies & Leisure,536,Expense item 1853,Personal,Credit Card,Spotify,Tokyo
2025,7,2025-07-01,Future,Clothing,885,Expense item 1854,Work,Credit Card,UQ,Shinjuku
2025,7,2025-07-02,Living,Food,8791,Expense item 1855,Personal,Suika,Netflix,Shinjuku
2025,7,2025-07-02,Present,Enjoyment & Social Life,647,Expense item 1856,Work,Credit Card,Amazon,Kita-Senju
2025,7,2025-07-04,Living,Transport,10236,Expense item 1857,Personal,AMEX - 5508,Spotify,Shinjuku
2025,7,2025-07-04,Living,Utilities & Services,11769,Expense item 1858,Personal,AMEX - 5508,Netflix,Online
2025,7,2025-07-05,Present,Subscriptions,1180,Expense item 1859,Travel,AMEX - 5508,Spotify,Tachikawa
2025,7,2025-07-05,Living,Transport,14056,Expense item 1860,Daily,MASTER - 9031,Spotify,Shinjuku
2025,7,2025-07-06,Present,Hobbies & Leisure,8799,Expense item 1861,Daily,AMEX - 5508,Seven,Online
2025,7,2025-07-06,Future,Clothing,12123,Expense item 1862,Personal,Cash,UQ,Tokyo
2025,7,2025-07-07,Present,Subscriptions,760,Expense item 1863,Gift,MASTER - 9031,Nikunohanamasa,Online
2025,7,2025-07-08,Present,Hobbies & Leisure,1927,Expense item 1864,Gift,Suika,Seven,Online
2025,7,2025-07-08,Present,Transport,7113,Expense item 1865,Personal,Suika,Netflix,Kita-Senju
2025,7,2025-07-08,Living,Food,1292,Expense item 1866,Gift,MASTER - 9031,Seven,Online
2025,7,2025-07-08,Present,Enjoyment & Social Life,4213,Expense item 1867,Travel,Suika,Lawson,Shibuya
2025,7,2025-07-09,Present,Enjoyment & Social Life,5346,Expense item 1868,Travel,MASTER - 9031,UQ,Shinjuku
2025,7,2025-07-11,Present,Enjoyment & Social Life,5557,Expense item 1869,Daily,Suika,Netflix,Shibuya
2025,7,2025-07-12,Living,Food,9779,Expense item 1870,Work,AMEX - 5508,Lawson,Shinjuku
2025,7,2025-07-13,Present,Enjoyment & Social Life,1807,Expense item 1871,Daily,Cash,Amazon,Kita-Senju
2025,7,2025-07-14,Present,Hobbies & Leisure,1705,Expense item 1872,Work,MASTER - 9031,Vending Machine,Online
2025,7,2025-07-15,Present,Subscriptions,1959,Expense item 1873,Gift,AMEX - 5508,Nikunohanamasa,Shinjuku
2025,7,2025-07-15,Present,Subscriptions,1262,Expense item 1874,Travel,Credit Card,Vending Machine,Online
2025,7,2025-07-16,Present,Subscriptions,639,Expense item 1875,Personal,AMEX - 5508,Mall,Kita-Senju
2025,7,2025-07-16,Present,Enjoyment & Social Life,736,Expense item 1876,Travel,MASTER - 9031,FamilyMart,Kita-Senju
2025,7,2025-07-16,Present,Subscriptions,551,Expense item 1877,Gift,AMEX - 5508,Vending Machine,Online
2025,7,2025-07-16,Living,Food,2574,Expense item 1878,Work,Credit Card,Amazon,Shibuya
2025,7,2025-07-16,Living,Utilities & Services,10513,Expense item 1879,Work,Cash,Netflix,Shibuya
2025,7,2025-07-17,Present,Transport,12189,Expense item 1880,Work,Suika,Amazon,Tachikawa
2025,7,2025-07-18,Living,Food,1533,Expense item 1881,Personal,Credit Card,Mall,Shinjuku
2025,7,2025-07-20,Living,Basic Personal Care,7968,Expense item 1882,Work,MASTER - 9031,Lawson,Kita-Senju
2025,7,2025-07-21,Present,Transport,6922,Expense item 1883,Gift,Cash,Mall,Tachikawa
2025,7,2025-07-22,Living,Basic Personal Care,1321,Expense item 1884,Personal,Suika,Nikunohanamasa,Shibuya
2025,7,2025-07-22,Living,Food,9094,Expense item 1885,Gift,Suika,Seven,Shinjuku
2025,7,2025-07-22,Present,Enjoyment & Social Life,4686,Expense item 1886,Travel,Cash,Netflix,Shibuya
2025,7,2025-07-23,Present,Subscriptions,1005,Expense item 1887,Personal,Cash,Mall,Tachikawa
2025,7,2025-07-23,Living,Basic Personal Care,1600,Expense item 1888,Daily,MASTER - 9031,Netflix,Kita-Senju
2025,7,2025-07-24,Present,Transport,11709,Expense item 1889,Gift,Cash,Spotify,Shibuya
2025,7,2025-07-24,Present,Hobbies & Leisure,7516,Expense item 1890,Gift,MASTER - 9031,UQ,Tachikawa
2025,7,2025-07-26,Living,Food,4470,Expense item 1891,Work,Cash,Mall,Tachikawa
2025,7,2025-07-27,Living,Food,5178,Expense item 1892,Travel,Cash,Seven,Online
2025,7,2025-07-27,Present,Enjoyment & Social Life,6894,Expense item 1893,Gift,MASTER - 9031,Spotify,Tokyo
2025,7,2025-07-27,Living,Basic Personal Care,596,Expense item 1894,Work,Credit Card,FamilyMart,Tokyo
2025,7,2025-07-29,Present,Hobbies & Leisure,3810,Expense item 1895,Daily,Suika,Spotify,Tachikawa
2025,7,2025-07-29,Present,Subscriptions,1165,Expense item 1896,Work,Suika,Netflix,Shibuya
2025,7,2025-07-29,Future,Clothing,3022,Expense item 1897,Personal,AMEX - 5508,Lawson,Shibuya
2025,7,2025-07-30,Living,Transport,272,Expense item 1898,Personal,AMEX - 5508,FamilyMart,Shinjuku
2025,7,2025-07-30,Living,Food,6112,Expense item 1899,Travel,AMEX - 5508,Vending Machine,Shinjuku
2025,7,2025-07-30,Living,Food,1661,Expense item 1900,Gift,AMEX - 5508,Netflix,Tokyo
2025,7,2025-07-30,Present,Enjoyment & Social Life,3769,Expense item 1901,Travel,Credit Card,Nikunohanamasa,Online
2025,7,2025-07-31,Present,Subscriptions,1374,Expense item 1902,Work,MASTER - 9031,Spotify,Online
2025,7,2025-07-31,Future,Clothing,6734,Expense item 1903,Travel,Credit Card,Spotify,Online
2025,7,2025-07-31,Future,Clothing,5932,Expense item 1904,Gift,AMEX - 5508,Amazon,Tokyo
2025,7,2025-07-31,Living,Basic Personal Care,2374,Expense item 1905,Work,AMEX - 5508,Netflix,Shibuya
2025,8,2025-08-01,Living,Utilities & Services,584,Expense item 1906,Personal,Credit Card,Netflix,Kita-Senju
2025,8,2025-08-02,Present,Hobbies & Leisure,5742,Expense item 1907,Gift,Suika,FamilyMart,Tachikawa
2025,8,2025-08-02,Present,Hobbies & Leisure,2251,Expense item 1908,Travel,AMEX - 5508,FamilyMart,Tokyo
2025,8,2025-08-03,Future,Clothing,10081,Expense item 1909,Travel,MASTER - 9031,Lawson,Kita-Senju
2025,8,2025-08-04,Present,Enjoyment & Social Life,9012,Expense item 1910,Daily,MASTER - 9031,FamilyMart,Tachikawa
2025,8,2025-08-05,Present,Hobbies & Leisure,3655,Expense item 1911,Daily,Suika,Seven,Kita-Senju
2025,8,2025-08-05,Living,Food,666,Expense item 1912,Daily,Credit Card,FamilyMart,Shibuya
2025,8,2025-08-05,Living,Basic Personal Care,3141,Expense item 1913,Gift,Suika,Amazon,Shibuya
2025,8,2025-08-05,Present,Hobbies & Leisure,2819,Expense item 1914,Gift,Cash,Seven,Tokyo
2025,8,2025-08-05,Present,Enjoyment & Social Life,9584,Expense item 1915,Personal,Credit Card,Spotify,Tachikawa
2025,8,2025-08-06,Future,Transport,14969,Expense item 1916,Personal,Suika,FamilyMart,Shinjuku
2025,8,2025-08-06,Future,Clothing,8460,Expense item 1917,Work,Credit Card,Vending Machine,Tokyo
2025,8,2025-08-06,Living,Basic Personal Care,1619,Expense item 1918,Personal,Credit Card,Spotify,Online
2025,8,2025-08-06,Living,Food,13289,Expense item 1919,Work,Credit Card,Spotify,Tachikawa
2025,8,2025-08-07,Living,Utilities & Services,5307,Expense item 1920,Travel,Cash,Spotify,Tachikawa
2025,8,2025-08-07,Future,Clothing,9697,Expense item 1921,Gift,AMEX - 5508,Amazon,Online
2025,8,2025-08-08,Present,Subscriptions,2423,Expense item 1922,Gift,Suika,Mall,Online
2025,8,2025-08-08,Living,Utilities & Services,1973,Expense item 1923,Personal,Cash,Seven,Tachikawa
2025,8,2025-08-08,Living,Utilities & Services,4271,Expense item 1924,Daily,MASTER - 9031,Lawson,Online
